10	0.2856
15	0.2854
20	0.2856
25	0.2854
29.9	0.2854
34.9	0.2855
39.9	0.2855
44.9	0.2854
49.9	0.2854
54.9	0.2856
59.9	0.2854
64.9	0.2855
69.8	0.2855
74.8	0.2854
79.8	0.2854
84.8	0.2854
89.8	0.2854
94.8	0.2854
99.8	0.2854
105	0.2853
110	0.2854
115	0.2854
120	0.2854
125	0.2853
130	0.2853
135	0.2854
140	0.2853
145	0.2853
150	0.2853
155	0.2853
160	0.2853
165	0.2853
170	0.2852
175	0.2853
180	0.2851
185	0.2852
190	0.2853
195	0.2852
200	0.2851
205	0.285
209	0.2852
214	0.285
219	0.2851
224	0.2851
229	0.285
234	0.285
239	0.2849
244	0.2849
249	0.285
254	0.2848
259	0.2848
264	0.2849
269	0.2849
274	0.2848
279	0.2847
284	0.2846
289	0.2847
294	0.2846
299	0.2845
304	0.2845
309	0.2845
314	0.2845
319	0.2845
324	0.2843
329	0.2844
334	0.2842
339	0.2843
344	0.2843
349	0.2843
354	0.2842
359	0.284
364	0.2841
369	0.284
374	0.284
379	0.2839
384	0.2839
389	0.2838
394	0.2837
399	0.2837
404	0.2837
409	0.2836
414	0.2835
419	0.2836
424	0.2835
429	0.2834
434	0.2833
439	0.2832
444	0.2833
449	0.2831
454	0.2831
459	0.283
464	0.283
469	0.2829
474	0.2829
479	0.2827
484	0.2828
489	0.2826
494	0.2826
499	0.2826
504	0.2825
509	0.2824
514	0.2822
519	0.2823
524	0.2821
529	0.2821
534	0.282
539	0.2819
544	0.2819
549	0.2818
554	0.2817
559	0.2817
564	0.2815
569	0.2814
574	0.2815
579	0.2814
584	0.2813
589	0.2811
594	0.281
599	0.281
604	0.2808
609	0.2808
613	0.2807
618	0.2806
623	0.2805
628	0.2805
633	0.2803
638	0.2803
643	0.2801
648	0.2801
653	0.2801
658	0.28
663	0.2798
668	0.2796
673	0.2796
678	0.2795
683	0.2795
688	0.2793
693	0.2792
698	0.2791
703	0.279
708	0.2789
713	0.2789
718	0.2787
723	0.2786
728	0.2786
733	0.2785
738	0.2783
743	0.2782
748	0.278
753	0.278
758	0.2779
763	0.2777
768	0.2776
773	0.2775
778	0.2774
783	0.2773
788	0.2772
793	0.2771
798	0.2769
803	0.2768
808	0.2768
813	0.2767
818	0.2765
823	0.2763
828	0.2763
833	0.2761
838	0.276
843	0.2759
848	0.2757
853	0.2756
858	0.2755
863	0.2754
868	0.2753
873	0.2751
878	0.275
883	0.2749
888	0.2748
893	0.2746
898	0.2745
903	0.2743
908	0.2742
913	0.2741
918	0.2739
923	0.2738
928	0.2737
933	0.2736
938	0.2735
943	0.2733
948	0.2732
953	0.273
958	0.2729
963	0.2728
968	0.2726
973	0.2725
978	0.2723
983	0.2722
988	0.272
993	0.2719
1000	0.2716
1010	0.2715
1010	0.2713
1020	0.2712
1020	0.2711
1030	0.2709
1030	0.2707
1040	0.2706
1040	0.2705
1050	0.2703
1050	0.2701
1060	0.27
1060	0.2699
1070	0.2698
1070	0.2696
1080	0.2694
1080	0.2693
1090	0.2691
1090	0.269
1100	0.2688
1100	0.2687
1110	0.2685
1110	0.2683
1120	0.2682
1120	0.2681
1130	0.2679
1130	0.2677
1140	0.2676
1140	0.2674
1150	0.2673
1150	0.2671
1160	0.267
1160	0.2668
1170	0.2666
1170	0.2665
1180	0.2663
1180	0.2662
1190	0.266
1190	0.2658
1200	0.2657
1200	0.2655
1210	0.2653
1210	0.2652
1220	0.265
1220	0.2649
1230	0.2647
1230	0.2645
1240	0.2644
1240	0.2642
1250	0.2641
1250	0.2639
1260	0.2638
1260	0.2636
1270	0.2634
1270	0.2632
1280	0.2631
1280	0.2629
1290	0.2627
1290	0.2626
1300	0.2624
1300	0.2622
1310	0.2621
1310	0.2619
1320	0.2617
1320	0.2615
1330	0.2614
1330	0.2612
1340	0.2611
1340	0.2608
1350	0.2607
1350	0.2605
1360	0.2603
1360	0.2602
1370	0.26
1370	0.2598
1380	0.2597
1380	0.2595
1390	0.2593
1390	0.2591
1400	0.259
1400	0.2588
1410	0.2586
1410	0.2584
1420	0.2583
1420	0.2581
1430	0.2579
1430	0.2577
1440	0.2575
1440	0.2574
1450	0.2572
1450	0.257
1460	0.2568
1460	0.2567
1470	0.2565
1470	0.2563
1480	0.2561
1480	0.256
1490	0.2557
1490	0.2556
1500	0.2554
1500	0.2552
1510	0.255
1510	0.2548
1520	0.2547
1520	0.2545
1530	0.2543
1530	0.2541
1540	0.2539
1540	0.2538
1550	0.2536
1550	0.2534
1560	0.2532
1560	0.253
1570	0.2528
1570	0.2527
1580	0.2525
1580	0.2523
1590	0.2521
1590	0.2519
1600	0.2517
1600	0.2515
1610	0.2514
1610	0.2512
1620	0.251
1620	0.2508
1630	0.2506
1630	0.2504
1640	0.2502
1640	0.25
1650	0.2499
1650	0.2497
1660	0.2495
1660	0.2493
1670	0.2491
1670	0.2489
1680	0.2487
1680	0.2485
1690	0.2484
1690	0.2482
1700	0.248
1700	0.2478
1710	0.2476
1710	0.2474
1720	0.2472
1720	0.247
1730	0.2469
1730	0.2467
1740	0.2465
1740	0.2463
1750	0.2461
1750	0.2459
1760	0.2457
1760	0.2455
1770	0.2453
1770	0.2452
1780	0.245
1780	0.2448
1790	0.2446
1790	0.2444
1800	0.2442
1800	0.244
1810	0.2438
1810	0.2436
1820	0.2434
1820	0.2433
1830	0.2431
1830	0.2429
1840	0.2427
1840	0.2425
1850	0.2423
1850	0.2421
1860	0.2419
1860	0.2417
1870	0.2415
1870	0.2414
1880	0.2412
1880	0.241
1890	0.2408
1890	0.2406
1900	0.2404
1900	0.2402
1910	0.24
1910	0.2398
1920	0.2397
1920	0.2395
1930	0.2393
1930	0.2391
1940	0.2389
1940	0.2387
1950	0.2385
1950	0.2383
1960	0.2381
1960	0.2379
1970	0.2378
1970	0.2376
1980	0.2374
1980	0.2372
1990	0.237
1990	0.2368
2000	0.2366
2000	0.2364
