10	0.0921
15	0.092
20	0.0922
25	0.0921
29.9	0.092
34.9	0.0921
39.9	0.0921
44.9	0.0921
49.9	0.092
54.9	0.0922
59.9	0.0921
64.9	0.0922
69.8	0.0922
74.8	0.0922
79.8	0.0922
84.8	0.0922
89.8	0.0922
94.8	0.0922
99.8	0.0922
105	0.0921
110	0.0922
115	0.0923
120	0.0922
125	0.0921
130	0.0922
135	0.0922
140	0.0922
145	0.0922
150	0.0922
155	0.0922
160	0.0922
165	0.0923
170	0.0922
175	0.0923
180	0.0921
185	0.0922
190	0.0923
195	0.0923
200	0.0922
205	0.0921
209	0.0923
214	0.0922
219	0.0923
224	0.0922
229	0.0922
234	0.0922
239	0.0922
244	0.0922
249	0.0923
254	0.0922
259	0.0922
264	0.0923
269	0.0923
274	0.0923
279	0.0922
284	0.0921
289	0.0923
294	0.0922
299	0.0922
304	0.0922
309	0.0922
314	0.0922
319	0.0922
324	0.0921
329	0.0922
334	0.0921
339	0.0922
344	0.0923
349	0.0923
354	0.0922
359	0.0921
364	0.0922
369	0.0921
374	0.0922
379	0.0921
384	0.0921
389	0.0921
394	0.0921
399	0.0921
404	0.0922
409	0.0921
414	0.0921
419	0.0922
424	0.0922
429	0.0922
434	0.0921
439	0.092
444	0.0922
449	0.0921
454	0.0921
459	0.0921
464	0.0921
469	0.0921
474	0.0921
479	0.092
484	0.0921
489	0.092
494	0.0921
499	0.0921
504	0.0921
509	0.0921
514	0.092
519	0.0921
524	0.092
529	0.0921
534	0.092
539	0.092
544	0.092
549	0.092
554	0.092
559	0.0921
564	0.092
569	0.092
574	0.0921
579	0.0921
584	0.0921
589	0.092
594	0.0919
599	0.092
604	0.092
609	0.092
613	0.092
618	0.092
623	0.092
628	0.092
633	0.0919
638	0.092
643	0.0919
648	0.092
653	0.092
658	0.092
663	0.092
668	0.0919
673	0.092
678	0.0919
683	0.092
688	0.0919
693	0.0919
698	0.0919
703	0.0919
708	0.0919
713	0.092
718	0.0919
723	0.0919
728	0.092
733	0.092
738	0.0919
743	0.0919
748	0.0919
753	0.0919
758	0.0919
763	0.0919
768	0.0919
773	0.0919
778	0.0919
783	0.0919
788	0.0919
793	0.0919
798	0.0918
803	0.0919
808	0.0919
813	0.0919
818	0.0919
823	0.0918
828	0.0919
833	0.0918
838	0.0919
843	0.0919
848	0.0918
853	0.0918
858	0.0918
863	0.0918
868	0.0918
873	0.0918
878	0.0918
883	0.0918
888	0.0918
893	0.0918
898	0.0918
903	0.0918
908	0.0918
913	0.0918
918	0.0918
923	0.0918
928	0.0918
933	0.0918
938	0.0918
943	0.0918
948	0.0918
953	0.0917
958	0.0918
963	0.0918
968	0.0918
973	0.0917
978	0.0917
983	0.0918
988	0.0917
993	0.0918
1000	0.0917
1010	0.0917
1010	0.0917
1020	0.0917
1020	0.0917
1030	0.0917
1030	0.0917
1040	0.0917
1040	0.0917
1050	0.0917
1050	0.0917
1060	0.0917
1060	0.0917
1070	0.0917
1070	0.0917
1080	0.0917
1080	0.0917
1090	0.0917
1090	0.0917
1100	0.0916
1100	0.0917
1110	0.0916
1110	0.0916
1120	0.0916
1120	0.0916
1130	0.0916
1130	0.0916
1140	0.0916
1140	0.0916
1150	0.0916
1150	0.0916
1160	0.0916
1160	0.0916
